period,sku,category,units,standard_unit_cost_vnd,actual_unit_cogs_vnd,standard_cogs_vnd,actual_cogs_vnd,material_price_variance_vnd,usage_yield_variance_vnd,conversion_variance_vnd,total_cogs_variance_vnd,evidence_class,allocation_note
2023-01,SKU001,Dairy,692,7740,7740,5356080,5356080,0,17567.94,-17567.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU023,Condiments,878,15360,15360,13486080,13486080,0,44234.34,-44234.34,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU024,Convenience Foods,958,17928,17928,17175024,17175024,0,56334.08,-56334.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU025,Dairy,884,20670,20670,18272280,18272280,0,59933.08,-59933.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU026,Beverages,1003,18275,18275,18329825,18329825,0,60121.83,-60121.83,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU027,Condiments,1020,20930,20930,21348600,21348600,0,70023.41,-70023.41,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU028,Convenience Foods,1035,8640,8640,8942400,8942400,0,29331.07,-29331.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU029,Dairy,1161,10858,10858,12606138,12606138,0,41348.13,-41348.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU030,Beverages,1067,13250,13250,14137750,14137750,0,46371.82,-46371.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU031,Condiments,1161,12255,12255,14228055,14228055,0,46668.02,-46668.02,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU032,Convenience Foods,1159,14560,14560,16875040,16875040,0,55350.13,-55350.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU033,Dairy,1224,17040,17040,20856960,20856960,0,68410.83,-68410.83,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU034,Beverages,605,19695,19695,11915475,11915475,0,39082.76,-39082.76,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU035,Condiments,656,22525,22525,14776400,14776400,0,48466.59,-48466.59,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-05,SKU036,Convenience Foods,704,19780,19780,13925120,13925120,0,45674.39,-45674.39,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU001,Dairy,663,7740,7740,5131620,5131620,0,50495.14,-50495.14,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU002,Beverages,762,9782,9782,7453884,7453884,0,73346.22,-73346.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU003,Condiments,784,12000,12000,9408000,9408000,0,92574.72,-92574.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU004,Convenience Foods,823,14392,14392,11844616,11844616,0,116551.02,-116551.02,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU005,Dairy,861,16960,16960,14602560,14602560,0,143689.19,-143689.19,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU006,Beverages,842,15265,15265,12853130,12853130,0,126474.8,-126474.8,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU007,Condiments,854,17745,17745,15154230,15154230,0,149117.62,-149117.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU008,Convenience Foods,950,20400,20400,19380000,19380000,0,190699.2,-190699.2,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU009,Dairy,1030,23230,23230,23926900,23926900,0,235440.7,-235440.7,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU010,Beverages,956,9540,9540,9120240,9120240,0,89743.16,-89743.16,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU011,Condiments,1036,9245,9245,9577820,9577820,0,94245.75,-94245.75,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU012,Convenience Foods,1117,11375,11375,12705875,12705875,0,125025.81,-125025.81,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU013,Dairy,1222,13680,13680,16716960,16716960,0,164494.89,-164494.89,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU014,Beverages,1231,16160,16160,19892960,19892960,0,195746.73,-195746.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU015,Condiments,1151,18815,18815,21656065,21656065,0,213095.68,-213095.68,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU016,Convenience Foods,1206,16770,16770,20224620,20224620,0,199010.26,-199010.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU017,Dairy,554,19338,19338,10713252,10713252,0,105418.4,-105418.4,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU018,Beverages,671,22080,22080,14815680,14815680,0,145786.29,-145786.29,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU019,Condiments,661,9090,9090,6008490,6008490,0,59123.54,-59123.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU020,Convenience Foods,788,11395,11395,8979260,8979260,0,88355.92,-88355.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU021,Dairy,868,10750,10750,9331000,9331000,0,91817.04,-91817.04,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU022,Beverages,719,12968,12968,9323992,9323992,0,91748.08,-91748.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU023,Condiments,873,15360,15360,13409280,13409280,0,131947.32,-131947.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU024,Convenience Foods,915,17928,17928,16404120,16404120,0,161416.54,-161416.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU025,Dairy,853,20670,20670,17631510,17631510,0,173494.06,-173494.06,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU026,Beverages,1075,18275,18275,19645625,19645625,0,193312.95,-193312.95,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU027,Condiments,983,20930,20930,20574190,20574190,0,202450.03,-202450.03,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU028,Convenience Foods,1075,8640,8640,9288000,9288000,0,91393.92,-91393.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU029,Dairy,1105,10858,10858,11998090,11998090,0,118061.21,-118061.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU030,Beverages,1116,13250,13250,14787000,14787000,0,145504.08,-145504.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU031,Condiments,1235,12255,12255,15134925,15134925,0,148927.66,-148927.66,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU032,Convenience Foods,1152,14560,14560,16773120,16773120,0,165047.5,-165047.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU033,Dairy,1259,17040,17040,21453360,21453360,0,211101.06,-211101.06,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU034,Beverages,600,19695,19695,11817000,11817000,0,116279.28,-116279.28,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU035,Condiments,681,22525,22525,15339525,15339525,0,150940.93,-150940.93,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-06,SKU036,Convenience Foods,746,19780,19780,14755880,14755880,0,145197.86,-145197.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU001,Dairy,716,7740,7740,5541840,5541840,0,18177.24,-18177.24,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU002,Beverages,756,9782,9782,7395192,7395192,0,24256.23,-24256.23,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU003,Condiments,719,12000,12000,8628000,8628000,0,28299.84,-28299.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU004,Convenience Foods,677,14392,14392,9743384,9743384,0,31958.3,-31958.3,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU005,Dairy,813,16960,16960,13788480,13788480,0,45226.21,-45226.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU006,Beverages,1016,15265,15265,15509240,15509240,0,50870.31,-50870.31,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU007,Condiments,832,17745,17745,14763840,14763840,0,48425.4,-48425.4,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU008,Convenience Foods,933,20400,20400,19033200,19033200,0,62428.9,-62428.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU009,Dairy,905,23230,23230,21023150,21023150,0,68955.93,-68955.93,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU010,Beverages,992,9540,9540,9463680,9463680,0,31040.87,-31040.87,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU011,Condiments,1145,9245,9245,10585525,10585525,0,34720.52,-34720.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU012,Convenience Foods,1203,11375,11375,13684125,13684125,0,44883.93,-44883.93,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU013,Dairy,1277,13680,13680,17469360,17469360,0,57299.5,-57299.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU014,Beverages,1104,16160,16160,17840640,17840640,0,58517.3,-58517.3,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU015,Condiments,1256,18815,18815,23631640,23631640,0,77511.78,-77511.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU016,Convenience Foods,1413,16770,16770,23696010,23696010,0,77722.91,-77722.91,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU017,Dairy,601,19338,19338,11622138,11622138,0,38120.61,-38120.61,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU018,Beverages,710,22080,22080,15676800,15676800,0,51419.9,-51419.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU019,Condiments,733,9090,9090,6662970,6662970,0,21854.54,-21854.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU020,Convenience Foods,763,11395,11395,8694385,8694385,0,28517.58,-28517.58,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU021,Dairy,844,10750,10750,9073000,9073000,0,29759.44,-29759.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU022,Beverages,817,12968,12968,10594856,10594856,0,34751.13,-34751.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU023,Condiments,816,15360,15360,12533760,12533760,0,41110.73,-41110.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU024,Convenience Foods,884,17928,17928,15848352,15848352,0,51982.59,-51982.59,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU025,Dairy,995,20670,20670,20566650,20566650,0,67458.61,-67458.61,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU026,Beverages,923,18275,18275,16867825,16867825,0,55326.47,-55326.47,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU027,Condiments,1059,20930,20930,22164870,22164870,0,72700.77,-72700.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU028,Convenience Foods,1173,8640,8640,10134720,10134720,0,33241.88,-33241.88,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU029,Dairy,1073,10858,10858,11650634,11650634,0,38214.08,-38214.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU030,Beverages,1164,13250,13250,15423000,15423000,0,50587.44,-50587.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU031,Condiments,1273,12255,12255,15600615,15600615,0,51170.02,-51170.02,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU032,Convenience Foods,1179,14560,14560,17166240,17166240,0,56305.27,-56305.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU033,Dairy,1423,17040,17040,24247920,24247920,0,79533.18,-79533.18,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU034,Beverages,734,19695,19695,14456130,14456130,0,47416.11,-47416.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU035,Condiments,651,22525,22525,14663775,14663775,0,48097.18,-48097.18,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-07,SKU036,Convenience Foods,713,19780,19780,14103140,14103140,0,46258.3,-46258.3,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU001,Dairy,710,7740,8668.8,5495400,6154848,540747.36,18024.91,100675.73,659448,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU002,Beverages,763,9782,9782,7463666,7463666,0,24480.82,-24480.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU003,Condiments,726,12000,12000,8712000,8712000,0,28575.36,-28575.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU004,Convenience Foods,804,14392,14392,11571168,11571168,0,37953.43,-37953.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU005,Dairy,938,16960,18995.2,15908480,17817499,1565395.58,52179.81,291443.61,1909019,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU006,Beverages,969,15265,15265,14791785,14791785,0,48517.05,-48517.05,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU007,Condiments,949,17745,17745,16840005,16840005,0,55235.22,-55235.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU008,Convenience Foods,941,20400,20400,19196400,19196400,0,62964.19,-62964.19,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU009,Dairy,1098,23230,26017.6,25506540,28567325,2509843.7,83661.45,467279.85,3060785,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU010,Beverages,1054,9540,9540,10055160,10055160,0,32980.92,-32980.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU011,Condiments,1131,9245,9245,10456095,10456095,0,34295.99,-34295.99,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU012,Convenience Foods,1105,11375,11375,12569375,12569375,0,41227.55,-41227.55,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU013,Dairy,1077,13680,15321.6,14733360,16501363,1449762.46,48325.42,269915.12,1768003,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU014,Beverages,1205,16160,16160,19472800,19472800,0,63870.78,-63870.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU015,Condiments,1228,18815,18815,23104820,23104820,0,75783.81,-75783.81,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU016,Convenience Foods,1329,16770,16770,22287330,22287330,0,73102.44,-73102.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU017,Dairy,632,19338,21658.56,12221616,13688210,1202607.08,40086.9,223900.02,1466594,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU018,Beverages,684,22080,22080,15102720,15102720,0,49536.92,-49536.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU019,Condiments,699,9090,9090,6353910,6353910,0,20840.82,-20840.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU020,Convenience Foods,803,11395,11395,9150185,9150185,0,30012.61,-30012.61,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU021,Dairy,764,10750,12040,8213000,9198560,808159.2,26938.64,150462.16,985560,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU022,Beverages,924,12968,12968,11982432,11982432,0,39302.38,-39302.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU023,Condiments,882,15360,15360,13547520,13547520,0,44435.87,-44435.87,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU024,Convenience Foods,949,17928,17928,17013672,17013672,0,55804.84,-55804.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU025,Dairy,1008,20670,23150.4,20835360,23335604,2050200.08,68339.98,381703.94,2500244,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU026,Beverages,1029,18275,18275,18804975,18804975,0,61680.32,-61680.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU027,Condiments,1036,20930,20930,21683480,21683480,0,71121.81,-71121.81,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-08,SKU028,Convenience Foods,1073,8640,8640,9270720,9270720,0,30407.96,-30407.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
